Relative:208,greenfolder,Relative:208,greenfolder,Relative:208,greenfolder,Relative:208,redfolder,Relative:208,redfolder,Relative:208,redfolder,Relative:208,darkgreenvinyl,Relative:208,darkgreenvinyl,Relative:208,darkgreenvinyl,Relative:208,greenvinyl,Relative:208,greenvinyl,Relative:208,greenvinyl,Relative:208,redvinyl,Relative:208,redvinyl,Relative:208,redvinyl,Relative:208,insidegreenfolder,Relative:208,insidegreenfolder,Relative:208,insidegreenfolder,Relative:208,insideredfolder,Relative:208,insideredfolder,Relative:208,insideredfolder,Relative:208,greenleafpoisonivy,Relative:208,greenleafpoisonivy,Relative:208,greenleafpoisonivy,Relative:208,greenleafgrapelower,Relative:208,greenleafgrapelower,Relative:208,greenleafgrapelower,Relative:208,greenleafgrapeupper,Relative:208,greenleafgrapeupper,Relative:208,greenleafgrapeupper,Relative:208,greenleafverygreen,Relative:208,greenleafverygreen,Relative:208,greenleafverygreen,Relative:208,redleafpoinsettia,Relative:208,redleafpoinsettia,Relative:208,redleafpoinsettia,Relative:208,redleafcarnation,Relative:208,redleafcarnation,Relative:208,redleafcarnation,Relative:208,greenbag,Relative:208,greenbag,Relative:208,greenbag,Relative:208,greenfoam,Relative:208,greenfoam,Relative:208,greenfoam,Relative:208,redfoam,Relative:208,redfoam,Relative:208,redfoam,Relative:208,redpaper,Relative:208,redpaper,Relative:208,redpaper,Relative:208,redswatch1314,Relative:208,redswatch1314,Relative:208,redswatch1314,Relative:216,redpaint,Relative:216,redpaint,Relative:216,redpaint,Relative:216,redtape,Relative:216,redtape,Relative:216,redtape,Relative:208,greencalibrate,Relative:208,greencalibrate,Relative:208,greencalibrate,Relative:208,darkgreencalibrate,Relative:208,darkgreencalibrate,Relative:208,darkgreencalibrate,Relative:208,redcalibrate,Relative:208,redcalibrate,Relative:208,redcalibrate,Relative:208,insideredfoldermattenp,Relative:208,insideredfoldermattenp,Relative:208,insideredfoldermattenp,Relative:208,insidegreenfoldermattenp,Relative:208,insidegreenfoldermattenp,Relative:208,insidegreenfoldermattenp,Relative:208,greenfoldermattenp,Relative:208,greenfoldermattenp,Relative:208,greenfoldermattenp,Relative:208,redfoldermattenp,Relative:208,redfoldermattenp,Relative:208,redfoldermattenp,Relative:208,redswatch1315mattenp,Relative:208,redswatch1315mattenp,Relative:208,redswatch1315mattenp,Relative:208,darkgreenvinylmattenp,Relative:208,darkgreenvinylmattenp,Relative:208,darkgreenvinylmattenp,Relative:208,redvinylmattenp,Relative:208,redvinylmattenp,Relative:208,redvinylmattenp,Relative:208,greenvinylmattenp,Relative:208,greenvinylmattenp,Relative:208,greenvinylmattenp
279.925,671.77,279.925,718.66,279.925,695.3,279.925,552.35,279.925,508.03,279.925,473.46,279.925,2238.13,279.925,2165.86,279.925,2176.91,279.925,2361.22,279.925,2317.56,279.925,2479.19,279.925,2316.03,279.925,2420.57,279.925,2306.92,279.925,519.41,279.925,523.11,279.925,497.42,279.925,487.74,279.925,490.17,279.925,480.73,279.925,76.11,279.925,103.53,279.925,187.23,279.925,-95.08,279.925,107.12,279.925,222.02,279.925,-49.37,279.925,-24.02,279.925,-48.24,279.925,72.12,279.925,-183.3,279.925,61.01,279.925,-74.92,279.925,-35.53,279.925,-37.99,279.925,0.6,279.925,-50.5,279.925,-69.99,279.925,116.3,279.925,131.2,279.925,82.9,279.925,192.61,279.925,191.42,279.925,235.99,279.925,275.85,279.925,295.34,279.925,295.34,279.925,1012.18,279.925,985.63,279.925,953.36,279.925,1684.96,279.925,1638.26,279.925,1689.69,279.925,-21.73236,279.925,247.58436,279.925,232.53313,279.925,2151.49961,279.925,2146.61673,279.925,1954.22666,279.925,-42.91346,279.925,-9.04402,279.925,-5.61795,279.925,-60.4109,279.925,-74.14122,279.925,-59.31273,279.925,-102.30728,279.925,-70.43344,279.925,-63.91156,279.925,-75.42658,279.925,-67.08868,279.925,-74.29075,279.925,-86.91095,279.925,-83.12105,279.925,-89.0954,279.925,-46.59908,279.925,-42.29247,279.925,-38.52557,279.925,-27.80623,279.925,-22.79818,279.925,-42.75394,279.925,-37.5074,279.925,-30.16864,279.925,-28.795,279.925,-91.86562,279.925,-26.63784,279.925,-51.97925,279.925,-41.46074,279.925,-33.87584,279.925,-39.16683,279.925,-9.93601,279.925,-33.1496,279.925,-18.70456
280.301,630.6,280.301,672.34,280.301,632.09,280.301,497.11,280.301,484.32,280.301,441.26,280.301,1960.36,280.301,1935.55,280.301,1915.77,280.301,2139.56,280.301,2073.87,280.301,2229.7,280.301,2057.45,280.301,2159.42,280.301,2065.29,280.301,560.14,280.301,523.78,280.301,492.92,280.301,489.34,280.301,491.44,280.301,479.8,280.301,63.31,280.301,91.12,280.301,158.72,280.301,-60.38,280.301,121.47,280.301,158.5,280.301,6.03,280.301,-18.58,280.301,-10.71,280.301,55.09,280.301,-116.27,280.301,52.69,280.301,-7.26,280.301,-3.76,280.301,-19.37,280.301,-5.9,280.301,19.98,280.301,-10.32,280.301,67.34,280.301,82.73,280.301,93.66,280.301,149.67,280.301,129.3,280.301,141.1,280.301,207.87,280.301,180.1,280.301,180.1,280.301,694.58,280.301,641.45,280.301,606.25,280.301,1070.27,280.301,1046.57,280.301,1099.96,280.301,-9.39169,280.301,245.95967,280.301,305.13101,280.301,2441.75529,280.301,2869.92613,280.301,2395.9624,280.301,-19.27915,280.301,-15.35431,280.301,-6.99401,280.301,-114.87603,280.301,-115.56032,280.301,-86.14674,280.301,-135.58119,280.301,-83.58266,280.301,-102.8174,280.301,-73.51707,280.301,-71.13432,280.301,-68.65437,280.301,-80.46903,280.301,-78.50558,280.301,-85.13885,280.301,-43.90601,280.301,-38.05606,280.301,-39.80095,280.301,-28.60344,280.301,-21.07784,280.301,-41.72102,280.301,-43.4169,280.301,-39.55782,280.301,-37.49827,280.301,-100.13027,280.301,-18.4612,280.301,-40.17904,280.301,-37.96321,280.301,-21.47061,280.301,-26.05621,280.301,1.55766,280.301,-22.65332,280.301,-9.78393
280.677,661.19,280.677,705.56,280.677,689.41,280.677,518.81,280.677,517.22,280.677,452.63,280.677,2448.9,280.677,2386.35,280.677,2420.38,280.677,2632.87,280.677,2593.27,280.677,2774.71,280.677,2510.34,280.677,2748.87,280.677,2602.33,280.677,484.61,280.677,483.69,280.677,461.76,280.677,487.7,280.677,468.54,280.677,456.99,280.677,71.49,280.677,51.98,280.677,110.97,280.677,-36.3,280.677,73.13,280.677,121.28,280.677,-7.53,280.677,11.75,280.677,-5.92,280.677,60.62,280.677,-77.61,280.677,19.02,280.677,-17.48,280.677,1.9,280.677,-0.36,280.677,-5.47,280.677,-9.13,280.677,-16.63,280.677,80.79,280.677,67.17,280.677,69.59,280.677,104.19,280.677,106.74,280.677,106.68,280.677,143.04,280.677,154.21,280.677,154.21,280.677,497.45,280.677,484.91,280.677,467.99,280.677,772.93,280.677,773.52,280.677,785.73,280.677,-0.5471,280.677,161.35866,280.677,227.7096,280.677,1708.81987,280.677,1790.30282,280.677,1665.03799,280.677,-112.08084,280.677,-135.14408,280.677,-76.85524,280.677,-269.68515,280.677,-162.75393,280.677,-199.06807,280.677,-245.01146,280.677,-222.16507,280.677,-168.3293,280.677,-73.15649,280.677,-72.85081,280.677,-76.95142,280.677,-83.57762,280.677,-87.02097,280.677,-92.98196,280.677,-45.3853,280.677,-41.07965,280.677,-40.65886,280.677,-31.81577,280.677,-23.46191,280.677,-43.37371,280.677,-38.42098,280.677,-33.2012,280.677,-29.82,280.677,-88.78928,280.677,-14.98406,280.677,-36.22017,280.677,-28.9976,280.677,-22.2062,280.677,-25.54929,280.677,5.81452,280.677,-16.45203,280.677,-5.93268
281.053,793.04,281.053,850.87,281.053,806.43,281.053,654.42,281.053,596.45,281.053,571.19,281.053,2186.71,281.053,2193.59,281.053,2106.43,281.053,2373.13,281.053,2293.59,281.053,2493.1,281.053,2314.47,281.053,2466.02,281.053,2350.38,281.053,517.1,281.053,477.9,281.053,459.53,281.053,474.29,281.053,446.19,281.053,434.8,281.053,80.48,281.053,100.27,281.053,177.38,281.053,-57.69,281.053,115.39,281.053,175.37,281.053,-42.96,281.053,-10.06,281.053,-42.9,281.053,72,281.053,-138.5,281.053,55.95,281.053,-58.62,281.053,12.72,281.053,-24.96,281.053,2.23,281.053,-39.53,281.053,-29.36,281.053,102.88,281.053,105.49,281.053,99.95,281.053,168.73,281.053,181.67,281.053,156.33,281.053,234.15,281.053,224.85,281.053,224.85,281.053,796.79,281.053,715.06,281.053,751.33,281.053,1275.31,281.053,1246.71,281.053,1277.43,281.053,-20.43509,281.053,951.6048,281.053,1008.91957,281.053,10311.15923,281.053,10808.03017,281.053,9562.38423,281.053,-19.88334,281.053,-40.82051,281.053,-7.40599,281.053,-46.87031,281.053,-61.96763,281.053,-52.07542,281.053,-52.20556,281.053,-61.57709,281.053,-61.64218,281.053,-65.02896,281.053,-65.24517,281.053,-62.26474,281.053,-72.32606,281.053,-73.11192,281.053,-77.27523,281.053,-38.69991,281.053,-34.6404,281.053,-31.036,281.053,-17.02835,281.053,-20.01737,281.053,-35.09069,281.053,-37.23629,281.053,-30.77219,281.053,-28.07394,281.053,-90.70757,281.053,-25.0414,281.053,-57.08409,281.053,-44.73662,281.053,-33.87894,281.053,-45.23583,281.053,-9.25564,281.053,-34.47065,281.053,-19.14665
281.429,740.95,281.429,849.73,281.429,767.28,281.429,650.6,281.429,580.73,281.429,552.85,281.429,2009.17,281.429,1944.46,281.429,1967.68,281.429,2131.34,281.429,2070.72,281.429,2225.93,281.429,2097.19,281.429,2195.54,281.429,2067.01,281.429,495.18,281.429,488,281.429,461.79,281.429,469.25,281.429,442.35,281.429,451.73,281.429,63.46,281.429,65.18,281.429,127.47,281.429,-39.59,281.429,61.04,281.429,108.52,281.429,2.89,281.429,-16.61,281.429,-8.95,281.429,46.74,281.429,-88.28,281.429,44.59,281.429,-26.49,281.429,7.89,281.429,-18.56,281.429,-10.9,281.429,11.61,281.429,-24.23,281.429,83.94,281.429,64.56,281.429,85.58,281.429,129.39,281.429,113.05,281.429,110.47,281.429,177.02,281.429,159.09,281.429,159.09,281.429,535.72,281.429,533.26,281.429,513.05,281.429,903.36,281.429,879.05,281.429,941.15,281.429,-12.33147,281.429,249.147,281.429,387.70331,281.429,2704.58594,281.429,2861.42504,281.429,2604.72287,281.429,-21.42627,281.429,-48.18426,281.429,-55.99911,281.429,-49.26494,281.429,-81.866,281.429,-77.207,281.429,-117.32639,281.429,-110.66463,281.429,-80.11881,281.429,-64.9933,281.429,-57.04024,281.429,-59.71011,281.429,-68.95067,281.429,-67.99052,281.429,-73.52268,281.429,-35.76767,281.429,-28.11756,281.429,-28.36564,281.429,-16.61931,281.429,-10.37912,281.429,-34.35272,281.429,-34.88752,281.429,-30.28124,281.429,-34.16609,281.429,-88.25243,281.429,-14.57976,281.429,-30.62434,281.429,-26.19798,281.429,-20.38096,281.429,-19.82142,281.429,1.96496,281.429,-17.12886,281.429,-6.76939
281.804,634.43,281.804,675.93,281.804,656.94,281.804,506.4,281.804,487.85,281.804,466.22,281.804,1906.91,281.804,1879.39,281.804,1881.05,281.804,2048.01,281.804,2045.15,281.804,2147.06,281.804,1998.31,281.804,2121.72,281.804,2059,281.804,451.94,281.804,478.03,281.804,425.11,281.804,433.89,281.804,415.71,281.804,433.96,281.804,83.5,281.804,54.83,281.804,147.67,281.804,-53.34,281.804,96.68,281.804,182.06,281.804,-8.75,281.804,-19.67,281.804,-34.87,281.804,34.44,281.804,-119.43,281.804,48.73,281.804,-14.14,281.804,-0.29,281.804,-25.16,281.804,-7.26,281.804,-21.12,281.804,-14.43,281.804,90.24,281.804,77.15,281.804,74.56,281.804,160.03,281.804,139.92,281.804,133.67,281.804,207.12,281.804,209.67,281.804,209.67,281.804,670.18,281.804,646.37,281.804,620.73,281.804,1068.83,281.804,1108.18,281.804,1109.19,281.804,-30.02458,281.804,202.18877,281.804,190.91,281.804,1724.64243,281.804,1895.01823,281.804,1663.08614,281.804,11.31669,281.804,-66.83256,281.804,-26.51612,281.804,-79.25308,281.804,-62.59773,281.804,-86.14743,281.804,-97.78495,281.804,-52.98168,281.804,-87.51211,281.804,-69.21867,281.804,-69.83982,281.804,-67.48204,281.804,-79.33791,281.804,-82.60157,281.804,-86.31286,281.804,-45.78284,281.804,-32.25791,281.804,-36.74559,281.804,-26.30617,281.804,-19.04624,281.804,-40.81141,281.804,-39.80601,281.804,-37.40732,281.804,-39.48027,281.804,-101.04657,281.804,-5.26014,281.804,-25.95672,281.804,-23.7825,281.804,-19.27333,281.804,-22.39762,281.804,-6.59273,281.804,-13.67335,281.804,-3.94703
282.18,634.6,282.18,684.13,282.18,676.21,282.18,502.28,282.18,503.87,282.18,457.7,282.18,1651.07,282.18,1631.27,282.18,1597.13,282.18,1781.31,282.18,1735.19,282.18,1863.42,282.18,1727.79,282.18,1869.57,282.18,1767.15,282.18,592.74,282.18,579.32,282.18,556.94,282.18,546.56,282.18,512.56,282.18,512.24,282.18,41.1,282.18,37.12,282.18,126.09,282.18,-83.67,282.18,71.76,282.18,125.89,282.18,-31.46,282.18,-30.31,282.18,-22.5,282.18,38.71,282.18,-117.36,282.18,-17.64,282.18,-35.28,282.18,-3.42,282.18,-21.47,282.18,-41.7,282.18,-20.03,282.18,-36.16,282.18,60.69,282.18,40.94,282.18,57.91,282.18,117.84,282.18,84.63,282.18,94.11,282.18,135.17,282.18,141.74,282.18,141.74,282.18,567.62,282.18,496.93,282.18,516.49,282.18,898.96,282.18,876.11,282.18,925.37,282.18,142.99822,282.18,1200.02993,282.18,1351.43887,282.18,10151.81921,282.18,10822.92181,282.18,9793.93251,282.18,-21.90715,282.18,-51.10721,282.18,-28.26703,282.18,-56.39398,282.18,-64.12711,282.18,-66.402,282.18,-83.81154,282.18,-78.34846,282.18,-44.74177,282.18,-63.28486,282.18,-64.47846,282.18,-65.94314,282.18,-74.42847,282.18,-72.47315,282.18,-77.53256,282.18,-40.84405,282.18,-34.19722,282.18,-28.02984,282.18,-22.20562,282.18,-21.69966,282.18,-36.14173,282.18,-39.22396,282.18,-33.86286,282.18,-38.37976,282.18,-95.08458,282.18,-3.84796,282.18,-29.4668,282.18,-23.1304,282.18,-19.70836,282.18,-19.90096,282.18,-2.19327,282.18,-15.24386,282.18,-6.69232
282.556,739.19,282.556,803.39,282.556,749.29,282.556,594.88,282.556,550.66,282.556,544.11,282.556,1914.7,282.556,1906.96,282.556,1877.26,282.556,2081.67,282.556,2060.86,282.556,2165.7,282.556,2013.35,282.556,2169.93,282.556,2070.05,282.556,475.86,282.556,445.89,282.556,432.49,282.556,443.19,282.556,404.81,282.556,417.33,282.556,79.05,282.556,59.76,282.556,154.18,282.556,-71.26,282.556,88.31,282.556,137.9,282.556,-25.49,282.556,-26.4,282.556,-45.3,282.556,66.25,282.556,-121.58,282.556,25.44,282.556,-45.35,282.556,17.28,282.556,-34.13,282.556,-1.86,282.556,-15.61,282.556,-25.78,282.556,84.2,282.556,74.27,282.556,78.57,282.556,156.52,282.556,134.27,282.556,138,282.556,218.52,282.556,210.36,282.556,210.36,282.556,672.7,282.556,698.71,282.556,633.56,282.556,1108.78,282.556,1088.26,282.556,1154.94,282.556,0.9834,282.556,264.84662,282.556,215.83572,282.556,1839.76069,282.556,2080.67534,282.556,1876.1198,282.556,-62.47324,282.556,-39.09934,282.556,-43.0806,282.556,-102.58698,282.556,-137.96922,282.556,-131.72299,282.556,-148.55538,282.556,-98.59979,282.556,-170.86509,282.556,-72.82634,282.556,-69.00639,282.556,-69.91222,282.556,-78.06703,282.556,-79.15142,282.556,-88.43367,282.556,-43.24593,282.556,-36.07636,282.556,-37.26699,282.556,-24.09756,282.556,-20.72816,282.556,-39.72673,282.556,-40.30352,282.556,-32.65671,282.556,-33.47753,282.556,-94.16071,282.556,-14.00418,282.556,-38.74058,282.556,-39.05743,282.556,-29.04244,282.556,-30.27624,282.556,-5.87933,282.556,-22.0557,282.556,-12.22693
282.932,704.07,282.932,777.54,282.932,732.46,282.932,587.09,282.932,546.23,282.932,499.58,282.932,2081.3,282.932,2061.42,282.932,2053.51,282.932,2272.64,282.932,2258.96,282.932,2330.29,282.932,2211.93,282.932,2361.29,282.932,2226.26,282.932,411.43,282.932,401,282.932,384.07,282.932,374.97,282.932,376.92,282.932,366.99,282.932,82.27,282.932,66.36,282.932,148.73,282.932,-68.06,282.932,117.11,282.932,157.57,282.932,-9.41,282.932,-35.19,282.932,-37.47,282.932,47.75,282.932,-136.59,282.932,8.53,282.932,-61.5,282.932,-15.19,282.932,-35.3,282.932,16.18,282.932,-43.36,282.932,-38.66,282.932,78.76,282.932,82.07,282.932,81.76,282.932,142.17,282.932,122.22,282.932,156.02,282.932,229.97,282.932,240.16,282.932,240.16,282.932,752.3,282.932,744.08,282.932,675.19,282.932,1178.97,282.932,1184.86,282.932,1238.86,282.932,45.46955,282.932,187.25807,282.932,198.87013,282.932,1311.72526,282.932,1427.42333,282.932,1257.84837,282.932,-24.6994,282.932,-86.22006,282.932,-67.62072,282.932,-119.69943,282.932,-135.82467,282.932,-139.66489,282.932,-89.19284,282.932,-142.92935,282.932,-136.8807,282.932,-65.2397,282.932,-65.2397,282.932,-64.26233,282.932,-76.5261,282.932,-77.25075,282.932,-81.69902,282.932,-45.71688,282.932,-42.17011,282.932,-39.30213,282.932,-27.79805,282.932,-21.82088,282.932,-35.31043,282.932,-35.51482,282.932,-28.19169,282.932,-31.10351,282.932,-87.46033,282.932,-11.69704,282.932,-39.13088,282.932,-32.62296,282.932,-26.88299,282.932,-31.35788,282.932,-4.08978,282.932,-22.39196,282.932,-11.2933
283.307,602.89,283.307,628.68,283.307,643.83,283.307,484.43,283.307,458.53,283.307,432.3,283.307,1939.35,283.307,1913.43,283.307,1909.96,283.307,2041.57,283.307,2074.36,283.307,2191.43,283.307,2073.26,283.307,2174.91,283.307,2068.68,283.307,509.97,283.307,487,283.307,476.15,283.307,463.34,283.307,445.44,283.307,463.85,283.307,56.47,283.307,69.16,283.307,171.2,283.307,-47.23,283.307,100.52,283.307,152.77,283.307,1.99,283.307,4.88,283.307,-23.73,283.307,68.78,283.307,-122.17,283.307,33.59,283.307,-28.33,283.307,2.75,283.307,-11.13,283.307,5.73,283.307,-13.97,283.307,-29.37,283.307,104.78,283.307,91.9,283.307,85.55,283.307,135.62,283.307,130.98,283.307,161.96,283.307,194.88,283.307,225.44,283.307,225.44,283.307,676.69,283.307,674.47,283.307,660.59,283.307,1124.63,283.307,1111.08,283.307,1142.4,283.307,-138.39942,283.307,769.00876,283.307,637.2583,283.307,6954.77613,283.307,7254.95664,283.307,6444.76665,283.307,-18.04023,283.307,15.14794,283.307,-20.60323,283.307,-30.80445,283.307,-61.16621,283.307,-45.33917,283.307,-67.69252,283.307,-23.21989,283.307,-18.14702,283.307,-65.94267,283.307,-61.44521,283.307,-68.09733,283.307,-74.40378,283.307,-75.52389,283.307,-78.17605,283.307,-45.75955,283.307,-35.033,283.307,-38.96272,283.307,-24.63951,283.307,-21.59855,283.307,-36.72524,283.307,-37.33273,283.307,-26.33012,283.307,-31.88821,283.307,-86.66094,283.307,-25.25454,283.307,-40.05153,283.307,-34.96872,283.307,-30.18603,283.307,-35.78493,283.307,-4.86976,283.307,-23.9205,283.307,-13.11684
283.683,692.54,283.683,770.21,283.683,719.26,283.683,579.42,283.683,555.64,283.683,506.1,283.683,1780.97,283.683,1757.95,283.683,1746.41,283.683,1959.84,283.683,1930.17,283.683,2009.03,283.683,1896.24,283.683,1989.94,283.683,1913.16,283.683,405.75,283.683,411.09,283.683,403.17,283.683,400.42,283.683,383.22,283.683,371.59,283.683,65.37,283.683,44.59,283.683,114.26,283.683,-33.51,283.683,86.07,283.683,136.85,283.683,5.62,283.683,10.29,283.683,-0.17,283.683,67.61,283.683,-60.44,283.683,32.98,283.683,-3.9,283.683,9.86,283.683,-8.83,283.683,5.06,283.683,-8.17,283.683,-8.87,283.683,71.58,283.683,68.41,283.683,78.8,283.683,109,283.683,110.52,283.683,113.1,283.683,166.26,283.683,188.65,283.683,188.65,283.683,509.06,283.683,503.8,283.683,495.7,283.683,828.75,283.683,845.22,283.683,858.09,283.683,1.87868,283.683,170.45625,283.683,206.88703,283.683,1443.27106,283.683,1562.18741,283.683,1347.28383,283.683,-41.28571,283.683,-55.71484,283.683,-34.96205,283.683,-117.13919,283.683,-97.3477,283.683,-80.72954,283.683,-118.92085,283.683,-144.26765,283.683,-115.85248,283.683,-76.24335,283.683,-71.18897,283.683,-68.90033,283.683,-79.12329,283.683,-78.66042,283.683,-85.58744,283.683,-48.4354,283.683,-37.1671,283.683,-34.74034,283.683,-22.68946,283.683,-23.88651,283.683,-40.17398,283.683,-40.85752,283.683,-34.10985,283.683,-32.64864,283.683,-93.99306,283.683,-12.65167,283.683,-33.15913,283.683,-28.67866,283.683,-22.59413,283.683,-25.22657,283.683,4.29087,283.683,-14.48975,283.683,-3.11307
284.059,610.27,284.059,657.31,284.059,647.84,284.059,505.38,284.059,459.08,284.059,444.61,284.059,2164.34,284.059,2123.01,284.059,2102.83,284.059,2343.06,284.059,2286.05,284.059,2427.08,284.059,2257.68,284.059,2410.69,284.059,2275.64,284.059,437.19,284.059,404.73,284.059,434.39,284.059,432.86,284.059,411.68,284.059,391.42,284.059,61.28,284.059,33.67,284.059,101.61,284.059,-46.34,284.059,81.14,284.059,102.54,284.059,-11.75,284.059,-11.3,284.059,-19.96,284.059,31.19,284.059,-77.6,284.059,15.56,284.059,-28.79,284.059,0.89,284.059,-13.02,284.059,-3.54,284.059,-19.48,284.059,-27.89,284.059,59.5,284.059,65.54,284.059,81.83,284.059,115.39,284.059,96.63,284.059,105.91,284.059,167.71,284.059,171.73,284.059,171.73,284.059,543.49,284.059,525.94,284.059,513.12,284.059,844.69,284.059,844.21,284.059,874.06,284.059,-136.10812,284.059,1097.74351,284.059,1185.19908,284.059,15302.01591,284.059,17349.16787,284.059,14413.42127,284.059,-26.5541,284.059,-11.9891,284.059,-0.12231,284.059,-51.96904,284.059,-64.22543,284.059,-84.33757,284.059,-50.13104,284.059,-65.81915,284.059,-57.05479,284.059,-67.5993,284.059,-66.72242,284.059,-67.64498,284.059,-78.07841,284.059,-79.83017,284.059,-85.9699,284.059,-42.41869,284.059,-32.44229,284.059,-37.53502,284.059,-22.80366,284.059,-20.43682,284.059,-39.98721,284.059,-37.19637,284.059,-29.81262,284.059,-31.85828,284.059,-88.71539,284.059,-16.5124,284.059,-38.15674,284.059,-37.10332,284.059,-29.67086,284.059,-23.07828,284.059,-6.46292,284.059,-21.49362,284.059,-10.83713
284.434,756.06,284.434,815.47,284.434,791.6,284.434,628.8,284.434,588.41,284.434,555.6,284.434,1932.21,284.434,1918.93,284.434,1880.67,284.434,2044.06,284.434,2072.71,284.434,2178.43,284.434,1998.14,284.434,2159.87,284.434,2074.27,284.434,478.27,284.434,453.66,284.434,467.43,284.434,433.73,284.434,432.9,284.434,430.02,284.434,64.42,284.434,62.08,284.434,143.14,284.434,-62.84,284.434,87.54,284.434,135.72,284.434,-20.42,284.434,-42.87,284.434,-18.22,284.434,37.97,284.434,-118.17,284.434,18.22,284.434,-31.94,284.434,-32.66,284.434,-22.09,284.434,-23.35,284.434,-42.78,284.434,-55.24,284.434,87.99,284.434,85.11,284.434,87.72,284.434,135.27,284.434,126.54,284.434,140.85,284.434,216.73,284.434,188.17,284.434,188.17,284.434,691.54,284.434,703.1,284.434,706.48,284.434,1072.29,284.434,1117.72,284.434,1138.82,284.434,26.99145,284.434,181.02096,284.434,192.03172,284.434,1441.17339,284.434,1509.25368,284.434,1392.62874,284.434,21.76104,284.434,22.33989,284.434,2.56627,284.434,-39.15766,284.434,-26.88372,284.434,-55.09256,284.434,-37.2497,284.434,-40.56802,284.434,-39.2821,284.434,-72.67259,284.434,-70.59021,284.434,-70.63667,284.434,-82.74247,284.434,-84.22651,284.434,-87.85581,284.434,-47.2607,284.434,-42.77228,284.434,-41.5522,284.434,-31.69358,284.434,-22.02517,284.434,-43.3848,284.434,-35.06932,284.434,-33.4703,284.434,-34.00455,284.434,-91.09392,284.434,-10.28614,284.434,-44.76397,284.434,-32.82015,284.434,-23.22433,284.434,-29.29198,284.434,-2.33896,284.434,-25.65606,284.434,-15.0381
284.81,766.15,284.81,855.49,284.81,813.53,284.81,610.7,284.81,574.83,284.81,550.38,284.81,1858.06,284.81,1818.8,284.81,1776.3,284.81,2001.72,284.81,1973.66,284.81,2041.72,284.81,1921.26,284.81,2064.97,284.81,1897.29,284.81,520.49,284.81,498.91,284.81,505.72,284.81,497.36,284.81,477.83,284.81,463.5,284.81,28.1,284.81,21.77,284.81,104.9,284.81,-81.09,284.81,80.66,284.81,136.82,284.81,-32.96,284.81,-26.9,284.81,-31.07,284.81,40.6,284.81,-95.83,284.81,24.89,284.81,-40.37,284.81,-8.88,284.81,-17.1,284.81,-28.06,284.81,-21.88,284.81,-43.69,284.81,87.84,284.81,64.99,284.81,56.73,284.81,104.94,284.81,111.04,284.81,104.79,284.81,161.25,284.81,160.21,284.81,160.21,284.81,580.97,284.81,580.39,284.81,578.97,284.81,973.72,284.81,947.86,284.81,951.76,284.81,-10.80517,284.81,190.19122,284.81,176.95291,284.81,1606.78892,284.81,1784.1334,284.81,1568.15024,284.81,-0.08334,284.81,7.83224,284.81,7.91555,284.81,-2.7087,284.81,-3.0421,284.81,-23.3908,284.81,-18.13475,284.81,-40.16985,284.81,-10.17002,284.81,-77.41881,284.81,-75.5658,284.81,-71.0955,284.81,-86.48749,284.81,-87.51959,284.81,-87.56144,284.81,-47.61165,284.81,-39.84723,284.81,-38.85398,284.81,-29.3445,284.81,-21.69692,284.81,-45.80865,284.81,-42.7044,284.81,-37.98373,284.81,-36.5328,284.81,-94.29771,284.81,-30.62866,284.81,-57.70979,284.81,-45.90552,284.81,-42.25869,284.81,-39.0428,284.81,-9.90448,284.81,-33.04457,284.81,-18.15705
285.185,640.64,285.185,683.09,285.185,653.81,285.185,543.69,285.185,508.56,285.185,451.4,285.185,1736.81,285.185,1701.77,285.185,1709.63,285.185,1855.18,285.185,1830.14,285.185,1951.98,285.185,1794.63,285.185,1936.29,285.185,1840.71,285.185,566.39,285.185,566.8,285.185,540.45,285.185,544.09,285.185,506.26,285.185,515.75,285.185,69.09,285.185,52.68,285.185,123.09,285.185,-42.09,285.185,101.06,285.185,133.53,285.185,-5.24,285.185,-4.1,285.185,-19.58,285.185,56.74,285.185,-98.28,285.185,32.08,285.185,-28.37,285.185,9.14,285.185,-34.82,285.185,-18.41,285.185,-5.28,285.185,0.78,285.185,80.19,285.185,87.69,285.185,69.32,285.185,121.88,285.185,133.06,285.185,141.11,285.185,187.65,285.185,185.35,285.185,185.35,285.185,615.75,285.185,590.78,285.185,631.85,285.185,976.51,285.185,977.84,285.185,996.8,285.185,-1.58973,285.185,191.1562,285.185,164.34528,285.185,1478.98467,285.185,1572.27148,285.185,1447.73048,285.185,2.43348,285.185,-2.75118,285.185,-12.80616,285.185,-23.76551,285.185,-42.83698,285.185,-76.35444,285.185,-40.82317,285.185,-55.24149,285.185,-52.74947,285.185,-68.94866,285.185,-67.22267,285.185,-69.12995,285.185,-80.79203,285.185,-75.30955,285.185,-84.91767,285.185,-44.46851,285.185,-39.55102,285.185,-33.98061,285.185,-23.07896,285.185,-20.23339,285.185,-42.85552,285.185,-34.5866,285.185,-32.6848,285.185,-32.37003,285.185,-90.03018,285.185,-10.35576,285.185,-36.89812,285.185,-30.97596,285.185,-28.19727,285.185,-26.94779,285.185,-4.72338,285.185,-17.64471,285.185,-18.73938
